Position,Team,per,ws,bpm,Year,CareerLen,Rank,Value,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,College,Target
PF,SAC,12.8,2.1,-2.0,2015,3,24,800.0,3,0,1,0,1,0,0,2,2,0,1,0,0,2,0,0,0,1,0,2,0,0,1,0,1,0,3,0,1,0,Arizona,NYK
SG,UTA,14.4,0.1,3.6,2015,2,19,850.0,1,2,2,2,2,3,1,2,4,3,1,2,2,4,1,1,3,4,0,0,3,0,0,0,3,1,1,0,2,2,"Duke, Memphis",MEM
SG,NOP,5.6,0.0,-6.4,2015,2,12,650.0,1,2,2,2,2,3,1,2,4,3,1,2,2,4,1,1,3,4,0,0,3,0,0,0,3,1,1,0,0,2,"Duke, Memphis",MEM
SG,TOR,19.9,6.6,2.6,2015,9,10,920.0,0,2,2,0,2,2,2,1,4,0,0,0,0,1,1,2,1,3,0,0,1,0,0,3,2,1,0,0,0,0,0,LAL
PG,MIN,14.4,0.7,-2.2,2015,11,29,625.0,1,1,5,1,3,3,5,7,7,5,2,4,1,10,4,4,2,4,4,4,4,2,0,2,8,3,0,1,2,3,Alabama,CLE
PG,CHO,16.9,1.4,1.1,2015,11,21,725.0,1,1,5,1,3,3,5,7,7,5,2,4,1,10,4,4,2,4,4,4,4,2,0,2,8,3,0,0,2,3,Alabama,CLE
C,NOP,17.6,0.8,-0.5,2015,1,12,650.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,Kansas,UTA
PF,DAL,25.7,2.9,5.6,2015,6,9,1150.0,2,2,7,0,6,1,3,0,9,3,3,0,1,5,5,2,7,4,2,1,5,5,3,4,4,3,3,3,2,9,UNC,MEM
PF,BOS,15.0,0.2,1.0,2015,6,15,1700.0,2,2,7,0,0,1,3,0,9,3,3,0,1,5,5,2,7,4,2,1,5,5,3,4,4,3,3,3,2,9,UNC,MEM
PF,PHO,17.8,3.0,2.9,2015,6,16,910.0,2,2,7,0,0,1,3,0,9,3,3,0,1,5,5,2,0,4,2,1,5,5,3,4,4,3,3,3,2,9,UNC,MEM
PF,MIN,15.0,1.4,-0.5,2015,7,29,625.0,3,1,2,0,1,4,3,1,3,3,2,3,1,2,3,1,1,4,1,2,3,2,2,1,3,3,0,3,2,4,Georgia Tech,BRK
SF,TOR,17.2,0.2,5.0,2014,1,11,520.0,4,1,2,1,2,2,2,4,2,0,0,0,2,1,7,3,1,2,1,0,2,3,2,2,1,0,0,0,1,1,Baylor,NYK
SF,SAC,9.6,1.3,-2.2,2014,1,23,550.0,4,1,2,1,2,2,2,4,2,0,0,0,2,1,0,3,1,2,1,0,2,3,2,2,1,0,0,0,1,1,Baylor,NYK
PF,CHO,14.9,0.9,0.0,2014,3,31,410.0,0,0,2,0,0,1,2,0,1,1,2,0,0,1,1,2,0,6,1,2,0,1,0,0,0,0,0,0,0,0,UConn,MIN
PF,MIL,18.4,1.8,-1.2,2014,3,29,410.0,0,0,2,0,0,1,2,0,1,1,2,0,0,1,1,2,0,6,1,2,0,0,0,0,0,0,0,0,0,0,UConn,MIN
SF,NOP,13.2,3.1,-0.6,2014,3,20,420.0,3,2,1,1,2,1,2,5,4,1,1,2,1,5,1,2,1,4,1,4,1,0,5,2,2,0,0,0,0,3,Wake Forest,DAL
PF,NOP,9.2,0.1,-6.5,2014,7,20,420.0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,UNLV,NYK
PF,CHI,0.0,0.0,-8.3,2014,7,10,1000.0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,UNLV,NYK
SF,WAS,15.8,8.0,2.3,2014,9,14,490.0,1,2,0,0,0,1,7,1,2,1,2,1,2,2,1,0,0,4,0,1,3,0,1,1,1,0,1,0,3,2,UCLA,HOU
PG,PHO,11.5,0.4,-2.8,2014,10,12,570.0,7,3,9,5,5,7,7,6,7,7,5,1,6,7,9,5,0,9,6,7,7,3,1,4,6,4,5,0,4,3,0,GSW
PG,MIN,11.6,0.7,-2.7,2014,7,16,430.0,2,0,0,0,1,2,1,6,2,1,0,0,0,1,1,2,0,3,0,1,1,1,0,0,0,0,0,0,2,0,Northeastern University,DAL
SG,POR,13.5,0.6,-1.3,2014,1,6,590.0,0,2,2,1,3,2,3,2,5,0,1,4,0,0,2,3,1,0,2,0,3,2,3,1,1,1,0,0,1,2,Memphis,DEN
PG,MEM,11.3,1.0,-2.1,2014,5,8,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Arizona,MIL
PG,BOS,12.5,1.4,-1.7,2014,5,25,880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Arizona,MIL
SG,GSW,6.2,-0.2,-5.0,2014,1,7,750.0,0,1,0,1,1,0,1,1,2,1,0,0,1,3,0,0,0,4,2,0,0,1,1,5,3,1,0,0,0,0,Old Dominion,ATL
SG,LAL,13.3,0.4,-2.5,2014,1,24,1350.0,0,0,0,1,1,0,1,1,2,1,0,0,1,3,0,0,0,4,2,0,0,1,1,5,3,1,0,0,0,0,Old Dominion,ATL
PF,CLE,6.9,-0.4,-7.4,2014,0,21,520.0,0,0,0,0,1,0,2,1,1,2,0,2,1,2,1,0,1,2,1,1,1,0,2,0,0,2,2,0,0,0,UNLV,MIN
PF,DAL,17.3,3.4,-1.1,2014,4,9,770.0,1,0,0,0,2,1,0,0,5,2,0,0,3,0,1,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,Pitt,WAS
PG,LAL,12.1,0.8,-1.2,2014,10,24,1350.0,1,0,6,0,0,0,1,0,1,3,0,0,0,8,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,Maryland,POR
PG,GSW,9.4,1.1,-1.0,2014,10,7,750.0,1,0,0,0,0,0,1,0,1,3,0,0,0,8,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,Maryland,POR
SG,BOS,0.5,-0.1,-13.8,2014,0,25,880.0,3,3,2,3,0,4,6,5,5,3,1,3,0,3,5,2,2,6,2,1,2,3,4,1,3,2,3,0,2,2,Marquette,LAL
PF,WAS,15.0,4.3,-0.1,2014,3,14,490.0,0,0,2,0,0,1,0,0,1,2,1,2,0,0,3,0,0,0,5,2,1,2,0,1,1,0,1,0,1,0,Clemson,UTA
SF,MIN,12.7,5.2,-0.2,2014,6,16,430.0,3,0,2,1,1,0,2,2,0,1,0,0,0,1,0,1,0,3,0,0,4,0,0,2,1,1,0,0,0,0,Florida,HOU
PG,HOU,11.9,1.1,-0.4,2014,5,4,780.0,0,1,0,5,0,1,0,1,2,1,2,0,0,0,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,2,Oregon,CHI
PG,DEN,12.9,1.0,-1.5,2014,5,19,500.0,0,1,0,5,0,1,0,1,2,1,2,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,2,Oregon,CHI
PG,PHI,8.2,-0.3,-5.2,2014,0,28,470.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,NC State,MIN
SF,LAC,6.7,0.2,-3.3,2014,0,2,580.0,2,4,1,1,3,0,1,4,0,0,0,2,1,3,4,1,1,3,0,0,1,2,3,0,4,2,1,0,1,2,UNC,PHO
SF,MIL,12.4,0.2,-2.9,2014,11,29,410.0,5,3,4,4,2,5,6,3,11,7,2,0,1,5,6,4,1,10,1,3,5,0,1,2,3,5,4,0,2,1,UConn,DET
SF,OKC,11.9,1.6,0.7,2014,11,1,590.0,5,3,4,4,2,5,6,3,11,7,2,0,1,5,6,4,1,0,1,3,5,0,1,2,3,5,4,0,2,1,UConn,DET
SG,IND,12.2,1.1,0.3,2014,10,3,480.0,4,0,3,3,2,1,3,1,6,3,3,0,1,2,4,3,1,5,3,0,1,1,1,1,3,1,0,0,4,1,La Salle,WAS
PG,HOU,9.5,0.2,-4.0,2014,0,4,780.0,0,1,1,2,2,3,0,1,4,2,0,2,0,4,4,3,1,4,3,3,3,1,3,1,3,1,0,0,0,0,Murray State,PHI
SG,DAL,15.9,4.3,1.2,2014,15,9,770.0,4,2,4,2,1,4,5,0,8,6,2,1,1,3,5,4,1,7,0,5,5,2,3,1,3,1,1,0,3,9,UNC,MEM
PF,HOU,12.9,2.4,-0.3,2014,4,4,780.0,0,0,2,0,0,0,0,0,4,2,0,0,1,1,5,0,0,2,0,2,1,2,0,1,4,1,0,0,0,3,0,SAC
C,NYK,16.4,4.9,0.2,2014,12,18,1400.0,0,0,1,0,0,1,1,2,4,0,2,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,DAL
SG,UTA,9.2,-0.1,-3.2,2014,0,26,530.0,0,1,5,1,0,1,2,1,1,0,0,2,0,2,1,1,1,1,0,1,2,1,0,1,1,0,0,0,1,0,Belmont,DEN
PG,LAC,16.2,5.9,1.5,2014,4,2,580.0,0,1,1,1,0,1,3,6,0,1,0,0,1,1,8,0,1,4,1,4,1,0,0,0,0,1,2,0,2,0,UCLA,SAC
SF,DAL,11.9,2.3,0.2,2014,1,9,770.0,6,3,1,3,4,1,3,0,4,5,3,0,0,4,5,3,3,5,2,1,3,4,4,3,2,1,2,0,4,1,Marquette,BOS
PF,MIN,12.6,2.9,-0.8,2014,4,16,430.0,0,0,1,1,0,0,0,0,1,1,0,1,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,Villanova,NOP
SG,ATL,-1.8,-0.1,-11.4,2014,1,17,430.0,1,0,0,0,1,1,4,6,3,1,0,1,0,3,1,1,1,1,0,1,0,1,1,0,0,2,0,0,1,0,Oregon State,LAC
SG,SAC,12.4,0.2,-1.3,2014,1,23,550.0,1,0,0,0,1,1,4,6,3,1,0,1,0,3,0,1,1,1,0,1,0,1,1,0,0,2,0,0,1,0,Oregon State,LAC
PG,MEM,0.0,0.0,-6.6,2014,0,8,450.0,2,3,5,0,0,2,5,1,6,3,0,0,0,2,2,1,0,4,0,1,1,0,1,1,2,2,0,0,2,0,"Liberty, Duke",PHO
PG,CLE,19.9,0.0,9.7,2014,0,21,520.0,2,3,5,0,0,2,5,1,6,3,0,0,0,2,2,1,0,4,0,1,1,0,1,1,0,2,0,0,2,0,"Liberty, Duke",PHO
SG,HOU,16.0,0.2,0.4,2014,0,4,780.0,3,2,1,2,1,3,0,3,8,3,1,3,0,1,1,3,0,7,1,4,3,1,0,2,4,2,1,0,1,3,Virginia Commonwealth,CHO
PF,MEM,15.9,2.6,-1.2,2014,3,8,450.0,1,3,0,0,0,1,3,2,2,1,4,2,1,2,3,2,1,2,1,2,1,2,2,2,1,0,0,0,2,0,UNC,LAL
PF,ORL,13.7,1.5,-2.1,2014,6,27,560.0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,LSU,LAC
SF,TOR,2.4,0.0,-10.3,2014,4,11,520.0,3,2,3,1,1,1,1,1,7,3,0,0,0,2,2,2,1,3,0,3,2,0,1,1,0,1,0,0,1,4,Gonzaga,ATL
SF,SAS,13.5,0.2,-1.9,2014,4,0,660.0,3,2,3,1,1,1,1,1,7,3,0,0,0,2,2,2,1,3,0,3,2,0,1,1,0,1,0,0,1,4,Gonzaga,ATL
C,GSW,-5.1,0.0,-13.6,2014,0,7,750.0,1,1,0,0,1,1,0,1,0,3,1,2,1,1,1,0,0,0,0,1,1,1,7,0,1,1,0,0,1,0,USC,ORL
C,PHI,8.7,0.1,-5.8,2014,0,28,470.0,1,1,0,0,1,1,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,1,7,0,1,1,0,0,1,0,USC,ORL
SF,CHI,17.0,2.4,2.5,2014,9,10,1000.0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,1,0,5,1,0,2,0,0,1,2,0,2,0,0,1,Duke,MIA
SF,CLE,14.0,2.2,-0.9,2014,9,21,520.0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,1,0,5,1,0,2,0,0,1,0,0,2,0,0,1,Duke,MIA
SF,LAC,8.9,2.4,-1.5,2014,6,2,580.0,5,2,5,3,4,4,6,4,0,6,3,2,2,6,5,6,5,8,3,3,4,4,0,5,1,2,2,0,3,2,Boston College,MIL
PF,BRK,9.0,0.4,-6.1,2014,11,13,780.0,1,2,2,1,1,0,0,1,6,1,2,1,0,1,8,2,3,3,0,1,3,0,1,1,0,2,0,0,2,2,Iowa,SAC
PG,NYK,12.9,2.2,-1.2,2014,8,18,1400.0,0,0,2,3,0,1,3,9,7,2,3,0,0,3,1,3,1,4,0,0,2,2,1,0,3,0,0,0,2,2,UNC,DAL
SG,DEN,10.3,1.4,-2.9,2014,1,19,500.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,ORL
SG,SAC,16.3,0.8,1.4,2014,2,23,550.0,1,1,1,3,2,1,4,0,3,4,3,0,0,2,0,2,3,1,2,3,4,2,1,2,0,1,3,0,5,3,BYU,NOP
SG,CHI,11.6,0.0,-6.3,2014,2,10,1000.0,1,1,1,0,2,1,4,0,3,4,3,0,0,2,0,2,3,1,2,3,4,2,1,2,0,1,3,0,5,3,BYU,NOP
C,LAL,19.3,3.0,1.2,2014,12,24,1350.0,0,0,1,3,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,CHI
SF,TOR,14.7,0.3,0.6,2014,7,11,520.0,4,0,4,2,1,1,2,2,5,4,0,1,4,4,6,3,0,5,1,2,2,1,1,3,2,1,2,0,4,4,UConn,SAC
SF,CLE,8.6,0.9,-3.1,2014,4,21,520.0,0,1,1,0,0,2,1,0,1,1,0,0,0,3,1,1,1,2,0,2,4,1,0,0,0,0,0,0,2,2,Alabama,POR
SF,IND,10.3,1.0,-1.0,2014,8,3,480.0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,"Bradley, New Mexico",MIA
SF,LAC,12.6,0.3,-2.6,2014,8,2,580.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,"Bradley, New Mexico",MIA
SF,BOS,13.1,3.3,-1.5,2014,5,25,880.0,3,1,4,1,0,3,3,2,6,2,1,2,1,3,2,2,2,8,0,4,2,1,2,1,2,1,0,0,4,5,Georgetown,MEM
SF,DEN,13.2,1.0,1.6,2014,2,19,500.0,1,1,1,0,0,0,7,0,4,0,1,0,1,2,3,3,0,5,3,2,0,3,0,2,1,0,1,0,2,3,Texas,LAC
SF,HOU,11.7,0.6,-1.0,2014,2,4,780.0,1,1,1,0,0,0,0,0,4,0,1,0,1,2,3,3,0,5,3,2,0,3,0,2,1,0,1,0,2,3,Texas,LAC
C,CHO,0.0,0.0,-8.3,2014,0,31,410.0,0,1,1,1,1,1,1,1,1,6,0,2,0,1,1,1,0,1,1,0,1,1,1,0,1,0,2,0,0,1,"Iowa State, LSU",MIN
C,MIA,12.6,0.1,-3.5,2014,0,5,770.0,0,1,1,1,1,1,1,1,1,0,0,2,0,1,1,1,0,1,1,0,1,1,1,0,1,0,2,0,0,1,"Iowa State, LSU",MIN
C,PHI,15.3,2.6,0.2,2014,6,28,470.0,1,2,2,0,2,2,1,2,4,0,2,0,0,2,1,2,0,4,0,1,1,2,0,1,2,1,0,0,0,3,Washington,LAC
C,CLE,16.6,1.9,1.3,2014,6,21,520.0,1,2,2,0,2,2,1,2,4,0,2,0,0,2,1,2,0,4,0,1,1,2,0,1,0,1,0,0,0,3,Washington,LAC
C,SAC,11.4,0.3,-1.6,2014,8,23,550.0,6,3,9,6,3,9,7,3,10,7,6,1,4,9,0,5,2,8,2,6,8,2,6,5,5,2,4,0,5,4,Kentucky,TOR
PF,LAC,11.9,1.3,-1.9,2014,7,2,580.0,5,3,5,2,2,4,5,3,0,4,4,1,7,5,10,7,1,6,4,4,2,1,2,1,4,2,5,0,5,5,UCLA,SAC
PF,BOS,18.2,4.1,0.9,2014,9,25,880.0,0,2,0,0,0,4,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,Minnesota,WAS
PG,CLE,11.5,2.3,-2.1,2014,8,21,520.0,5,1,3,1,1,2,1,0,3,3,1,1,0,4,2,2,0,2,3,0,2,0,2,2,0,0,0,0,3,2,Georgia Tech,BRK
PG,OKC,15.4,4.9,0.1,2014,2,1,590.0,3,3,2,2,2,0,4,0,4,1,0,2,1,0,0,2,1,0,1,1,2,2,1,1,1,3,0,0,1,0,Boston College,DET
PF,MIA,29.3,15.9,8.8,2014,10,5,770.0,2,1,1,0,0,0,1,0,4,0,0,0,0,2,1,1,1,3,0,1,0,0,0,0,3,0,1,0,1,0,0,CLE
PF,DET,13.4,1.4,-1.5,2014,3,22,450.0,0,2,7,1,4,2,4,3,2,2,2,0,2,2,1,0,2,8,6,1,0,5,1,2,1,0,2,0,0,2,0,BOS
SF,MEM,18.5,3.0,4.5,2014,4,8,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wake Forest,TOR
C,LAL,17.0,0.5,-1.4,2014,10,24,1350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Michigan University,POR
PG,MIL,16.5,2.8,-0.5,2014,2,29,410.0,2,2,2,2,4,4,6,1,6,3,2,1,1,3,2,1,1,5,2,2,3,0,1,4,3,4,2,0,4,1,Kentucky,PHO
PG,DAL,8.3,-0.1,-3.8,2014,0,9,770.0,7,1,1,0,2,0,1,0,2,2,0,2,1,2,3,1,0,1,0,1,1,3,1,0,0,2,0,0,1,0,Miami (FL),NYK
SG,DAL,12.7,0.0,-3.9,2014,0,9,770.0,2,1,0,0,2,1,3,0,4,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,3,0,0,0,0,NYK
PG,HOU,14.3,4.4,-0.2,2014,3,4,780.0,3,3,2,0,0,0,0,0,0,1,2,0,0,2,0,1,1,1,0,0,1,1,0,2,1,1,0,0,0,1,Harvard University,LAL
PG,BRK,14.5,4.4,0.4,2014,8,13,780.0,0,1,6,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,1,2,1,0,2,1,0,0,0,0,0,GSW
PF,MIN,26.9,14.3,8.9,2014,5,16,430.0,5,0,4,2,1,2,3,2,4,3,1,0,0,2,4,3,0,2,0,1,0,2,0,0,3,3,0,0,1,1,UCLA,CLE
PG,UTA,5.2,-0.7,-5.9,2014,5,26,530.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Baylor, Oklahoma State",DET
SF,DAL,13.7,4.3,0.2,2014,14,9,770.0,2,1,1,3,0,1,1,0,3,2,3,0,1,1,2,3,1,4,0,1,1,0,0,0,2,0,4,0,0,0,UNLV,CLE
PG,LAL,12.6,0.9,-2.4,2014,1,24,1350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNC,MIL
SF,ATL,10.9,1.1,-1.4,2014,5,17,430.0,0,0,2,1,0,1,1,1,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Kansas State,DET
SF,CHI,13.3,0.2,1.1,2014,5,10,1000.0,0,0,2,0,0,1,1,1,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Kansas State,DET
PF,NYK,12.2,1.2,0.0,2014,13,18,1400.0,0,0,0,0,0,0,1,0,3,1,1,0,0,1,1,2,1,3,0,0,3,1,0,0,1,2,0,0,1,1,Cincinnati,MIL
PF,ORL,8.1,0.3,-4.2,2014,8,27,560.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cincinnati,CHO
SF,SAC,11.7,0.4,0.5,2014,5,23,550.0,3,1,4,2,1,3,3,3,5,3,3,1,2,1,0,2,1,6,0,0,0,2,1,1,2,0,3,0,2,4,UCLA,PHI
PF,MIN,7.5,0.6,-3.6,2014,5,16,430.0,3,1,4,2,1,3,3,3,5,3,3,1,2,1,0,2,1,6,0,0,0,2,1,1,2,0,0,0,2,4,UCLA,PHI
C,DEN,10.2,-0.1,-6.5,2014,5,19,500.0,1,0,6,3,1,3,5,1,2,3,2,1,1,4,2,3,0,4,1,3,0,1,0,2,2,2,2,0,3,1,Nevada,PHI
PF,CHO,13.8,6.5,2.0,2014,6,31,410.0,2,2,2,2,1,2,1,3,0,3,0,1,0,3,4,1,1,1,2,0,1,1,3,2,5,2,0,0,3,0,Duke,MIA
SG,LAL,14.7,4.5,-0.1,2014,4,24,1350.0,0,0,2,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,2,1,0,0,0,0,0,Kentucky,DET
SG,CLE,16.0,2.5,2.4,2014,8,21,520.0,0,0,0,1,0,1,0,0,0,1,2,1,0,2,1,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,IND
PF,DEN,8.6,0.0,-3.7,2014,1,19,500.0,1,1,2,2,2,1,4,3,7,1,0,2,0,4,8,3,2,4,0,3,0,4,3,0,4,1,2,0,2,1,Baylor,DET
SG,ORL,11.1,1.7,-1.6,2014,2,27,560.0,2,3,2,4,1,1,3,0,3,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,0,4,2,Purdue,CHI
PG,PHI,11.9,0.1,-3.9,2014,2,28,470.0,2,4,0,0,1,1,4,0,4,0,1,0,1,6,0,2,1,1,0,2,0,1,0,0,0,1,0,0,0,0,Michigan,BRK
PG,LAC,1.5,0.0,-9.1,2014,2,2,580.0,2,4,0,0,1,1,4,0,0,0,1,0,1,6,0,2,1,1,0,2,0,1,0,0,0,1,0,0,0,0,Michigan,BRK
PG,MEM,7.9,0.0,-2.5,2014,2,8,450.0,2,4,0,0,1,1,4,0,0,0,1,0,1,6,0,2,1,1,0,2,0,1,0,0,0,1,0,0,0,0,Michigan,BRK
SG,NOP,13.9,2.4,-0.9,2014,5,20,420.0,3,2,2,5,3,3,5,5,5,3,2,3,1,3,4,1,0,10,1,2,1,1,1,6,2,1,0,0,0,2,Georgia Tech,OKC
PG,NYK,11.1,0.0,-4.4,2014,0,18,1400.0,0,1,1,2,0,2,3,0,3,2,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,Wichita State,WAS
PG,ORL,13.9,2.8,-1.1,2014,9,27,560.0,4,0,3,1,3,4,4,7,6,5,3,1,1,6,5,5,1,5,2,2,5,0,0,3,3,1,3,0,4,2,Saint Joseph's,DEN
PF,TOR,11.1,1.4,1.5,2014,7,11,520.0,9,2,1,2,2,3,3,3,4,3,0,0,1,5,3,4,1,7,4,1,3,2,0,1,3,1,1,0,1,1,Marquette,OKC
PF,NOP,5.6,0.0,-3.6,2014,0,20,420.0,4,0,2,1,2,2,3,2,6,4,1,1,0,4,6,2,2,3,0,0,5,0,3,4,2,0,3,0,0,0,Syracuse,MIN
PF,CLE,-5.3,0.0,-13.1,2014,0,21,520.0,4,0,2,1,2,2,3,2,6,4,1,1,0,4,6,2,2,3,0,0,5,0,3,4,0,0,3,0,0,0,Syracuse,MIN
SF,HOU,15.9,7.6,1.7,2014,2,4,780.0,0,0,0,1,0,0,0,2,1,0,2,0,0,2,1,2,0,1,0,1,1,0,1,0,1,1,2,0,1,4,Florida,DAL
PF,SAC,10.3,0.4,-3.4,2014,3,23,550.0,3,2,1,2,1,1,6,0,2,3,5,1,2,1,0,2,2,2,0,2,1,2,0,1,1,1,3,0,3,1,Kentucky,TOR
C,OKC,6.3,0.8,-4.2,2014,10,1,590.0,5,1,2,2,3,4,4,4,7,3,2,2,1,5,4,2,2,0,2,5,5,0,3,2,6,3,0,0,5,5,0,CLE
SF,BRK,16.8,5.2,1.6,2014,15,13,780.0,1,0,1,0,1,0,1,2,5,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,Kansas,WAS
SG,MEM,10.3,0.4,-2.0,2014,3,8,450.0,0,0,2,1,0,0,5,2,3,2,2,0,1,3,4,2,0,3,1,2,1,2,1,2,0,0,1,0,6,0,Washington,NOP
SG,MIN,9.7,0.0,-4.8,2014,4,16,430.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,UConn,PHO
PG,NYK,13.0,3.4,0.5,2014,1,18,1400.0,0,0,0,0,0,0,2,0,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,HOU
PG,NOP,11.6,0.6,-3.4,2014,1,20,420.0,2,1,1,1,5,2,1,1,4,4,0,0,0,0,2,2,0,2,0,1,2,0,1,0,5,2,2,0,0,0,Duke,LAC
PG,DEN,15.6,1.8,0.6,2014,8,19,500.0,3,0,5,4,1,2,3,1,4,3,2,1,2,2,2,3,1,6,1,1,0,1,0,1,4,1,1,0,0,3,Washington,LAC
PF,POR,14.1,1.6,-3.2,2014,1,6,590.0,3,0,3,0,3,1,3,2,3,3,1,0,0,0,5,2,4,3,1,2,2,2,1,1,2,2,0,0,3,1,Kansas,PHI
PG,BOS,15.3,1.1,-0.3,2014,7,25,880.0,0,0,0,1,0,2,0,0,3,1,0,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,Kentucky,DAL
SG,UTA,4.1,-0.4,-5.6,2014,5,26,530.0,2,0,5,0,0,1,0,0,3,1,0,0,0,2,1,1,1,0,0,5,1,0,0,0,1,0,0,0,1,1,Kansas,GSW
SG,OKC,10.4,3.0,0.3,2014,7,1,590.0,2,1,0,3,0,1,2,1,0,3,0,1,2,1,0,1,0,0,1,1,2,0,0,7,1,1,1,0,1,0,0,ATL
PG,CHO,14.6,2.0,-1.3,2014,6,31,410.0,1,1,1,0,0,1,1,0,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,Nevada,WAS
PG,MIL,18.0,2.3,-0.1,2014,6,29,410.0,1,1,1,0,0,1,1,0,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,Nevada,WAS
SG,NYK,9.6,2.0,-2.0,2014,2,18,1400.0,0,1,1,2,1,2,2,1,6,2,2,0,0,2,2,2,1,3,2,2,3,1,2,2,4,2,1,0,2,2,Georgia Tech,CLE
C,CLE,10.7,0.2,-6.0,2014,1,21,520.0,2,0,0,0,1,1,3,0,2,2,0,1,0,1,1,1,0,2,0,1,0,1,0,0,0,1,2,0,0,0,Georgetown,PHI
SF,DET,11.8,4.4,-1.4,2014,1,22,450.0,0,2,0,0,0,1,2,0,1,1,1,1,0,0,1,0,0,7,0,0,0,2,0,0,4,0,1,0,2,1,Duke,OKC
C,HOU,13.7,0.2,-2.5,2014,2,4,780.0,5,1,2,3,3,4,0,7,5,3,3,0,0,8,7,1,2,4,1,3,4,0,2,1,2,1,3,0,2,2,Fresno State,DAL
SF,NYK,14.0,3.7,-0.2,2014,9,18,1400.0,0,4,2,3,3,2,4,5,5,3,4,1,0,4,7,4,1,4,1,2,7,2,0,2,5,3,3,0,3,4,0,CLE
