player,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,year,career_len,rank,value,affinity,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,college,twitter_id,left,target
Chris Boucher,PF,26,TOR,28,163,22.2,0.563,0.487,0.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,0.2,0.4,0.7,0.194,-0.2,2.8,2.6,0.2,2019,1,1,1650.0,True,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,Oregon,852206745070051328,,
Avery Bradley,SG,28,LAC,49,1463,5.5,0.464,0.41,0.06,2.6,6.7,4.7,8.8,0.9,0.9,12.4,14.2,-1.0,0.6,-0.3,-0.011,-3.7,-0.9,-4.6,-1.0,2019,8,11,1750.0,True,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Texas,4839997276,,
Avery Bradley,SG,28,MEM,14,442,14.5,0.565,0.388,0.133,2.0,9.3,5.6,21.6,1.6,0.0,12.3,22.9,0.3,0.4,0.7,0.07400000000000001,0.1,-1.0,-0.9,0.1,2019,8,22,1200.0,True,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Texas,4839997276,,
Tony Bradley,C,21,UTA,3,36,19.6,0.504,0.0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,0.0,0.1,0.1,0.13,-3.6,-2.4,-6.0,0.0,2019,1,7,1425.0,True,2,1,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,UNC,1563943224,,
Corey Brewer,SF,32,PHI,7,140,10.8,0.484,0.28600000000000003,0.265,3.1,9.6,6.4,10.0,4.0,1.1,12.8,18.8,-0.1,0.2,0.1,0.044,-5.1,1.5,-3.6,-0.1,2019,11,6,1625.0,True,1,7,2,0,1,0,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,Florida,148821929,,
Corey Brewer,SF,32,SAC,24,352,12.0,0.562,0.405,0.405,6.3,11.1,8.6,10.3,2.6,1.2,11.2,11.5,0.5,0.4,0.8,0.115,-2.0,1.6,-0.4,0.1,2019,11,18,1575.0,True,1,7,2,0,1,0,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,Florida,148821929,,
Mikal Bridges,SF,22,PHO,82,2417,10.8,0.556,0.556,0.21,2.5,9.7,6.0,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.058,-2.0,0.4,-1.6,0.3,2019,0,28,1500.0,True,0,3,3,1,0,2,1,1,1,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,1,0,3,0,1,Villanova,994335752312979463,,
Miles Bridges,SF,20,CHO,80,1696,13.1,0.5479999999999999,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5,2019,0,16,1220.0,True,1,3,4,1,3,0,1,1,1,2,1,1,2,1,1,3,3,0,3,3,5,0,0,2,2,4,1,0,1,0,Michigan State,276259411,,
Isaiah Briscoe,PG,22,ORL,39,559,6.7,0.455,0.246,0.188,0.9,13.4,7.1,21.0,1.0,0.3,17.2,14.1,-0.3,0.5,0.3,0.023,-5.4,0.4,-5.0,-0.4,2019,0,14,1300.0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,1,Kentucky,3106333083,,
Ryan Broekhoff,SG,28,DAL,42,453,10.7,0.621,0.738,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.5,-0.5,-1.0,0.1,2019,0,21,2250.0,True,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,Valparaiso,535992855,,
Malcolm Brogdon,SG,26,MIL,64,1832,17.8,0.614,0.326,0.203,3.8,11.7,8.0,16.2,1.2,0.6,10.0,20.7,4.2,2.3,6.5,0.171,2.0,0.1,2.2,1.9,2019,2,0,1350.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,0,,
Dillon Brooks,SF,23,MEM,18,330,7.6,0.499,0.328,0.246,3.0,7.6,5.3,7.6,1.5,1.1,12.3,20.9,-0.3,0.3,0.0,-0.004,-5.0,-1.2,-6.3,-0.4,2019,1,22,1200.0,True,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,3,1,1,0,1,1,0,1,1,1,2,0,Oregon,367771939,,
MarShon Brooks,SG,30,MEM,29,387,11.6,0.518,0.32,0.195,3.4,9.7,6.5,11.0,1.2,1.0,10.3,23.6,-0.2,0.3,0.1,0.018000000000000002,-1.9,-1.1,-3.0,-0.1,2019,4,22,1200.0,True,0,3,4,0,1,0,3,0,2,2,0,1,0,1,1,2,1,1,1,1,2,0,0,0,3,0,0,2,0,0,Providence,131196213,,
Bruce Brown,SG,22,DET,74,1449,6.9,0.469,0.29600000000000004,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1.0,-3.3,-0.5,2019,0,15,1260.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Miami (FL),362258536,,
Jaylen Brown,SG,22,BOS,74,1913,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,0.7,2.4,3.0,0.076,-1.6,-0.4,-2.1,0.0,2019,2,8,2800.0,True,1,2,3,1,0,1,1,1,0,0,2,2,0,1,0,2,1,2,2,2,4,0,0,1,1,2,2,2,1,2,California,419181069,,
Lorenzo Brown,PG,28,TOR,26,212,6.3,0.38,0.394,0.042,2.6,12.9,7.9,17.3,2.7,2.0,18.1,17.9,-0.5,0.3,-0.1,-0.027000000000000003,-5.4,1.9,-3.5,-0.1,2019,4,1,1650.0,True,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,NC State,3027199236,,
Sterling Brown,SG,23,MIL,58,1034,10.9,0.563,0.471,0.135,3.0,14.4,9.0,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,0.098,-1.8,0.3,-1.5,0.1,2019,1,0,1350.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMU,0,,
Troy Brown Jr.,SF,19,WAS,52,730,11.1,0.487,0.295,0.201,5.1,16.6,10.8,14.9,1.4,0.6,10.5,16.5,0.2,0.4,0.6,0.039,-1.7,-1.0,-2.7,-0.1,2019,0,24,1550.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jalen Brunson,PG,22,DAL,73,1591,12.8,0.5489999999999999,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1.0,2.6,0.077,-1.2,-0.5,-1.7,0.1,2019,0,21,2250.0,True,1,1,0,1,2,1,1,0,0,0,2,0,0,0,1,1,2,0,1,0,2,0,0,0,0,1,1,0,1,1,Villanova,1463892300,,
Thomas Bryant,C,21,WAS,72,1496,21.0,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.17800000000000002,2.3,-0.3,2.0,1.5,2019,1,24,1550.0,True,0,3,1,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Indiana,777296457980260353,,
Reggie Bullock,SG,27,DET,44,1355,11.0,0.569,0.667,0.145,1.6,8.6,5.0,12.0,0.9,0.3,10.3,16.7,1.4,1.0,2.4,0.084,-0.1,-0.5,-0.6,0.5,2019,5,15,1260.0,True,3,3,2,0,2,3,2,0,1,0,2,2,0,3,0,2,2,1,1,2,2,1,1,4,1,0,2,0,2,3,UNC,91225009,,
Reggie Bullock,SG,27,LAL,19,524,9.1,0.545,0.647,0.13699999999999998,0.4,9.3,4.9,5.0,1.4,1.1,6.3,13.7,0.2,0.4,0.7,0.061,-2.1,-0.1,-2.2,0.0,2019,5,19,3700.0,True,3,0,2,0,2,3,2,0,1,0,2,2,0,3,0,2,2,1,1,2,2,1,1,4,1,0,2,0,2,3,UNC,91225009,,
Trey Burke,PG,26,NYK,33,689,15.6,0.496,0.24,0.209,2.2,7.3,4.7,23.6,1.5,0.6,6.9,26.1,0.4,0.2,0.6,0.044,0.9,-1.5,-0.6,0.2,2019,5,29,4000.0,True,0,2,3,0,1,2,1,1,0,0,0,3,0,4,2,2,1,1,3,2,1,2,0,0,1,1,0,1,0,0,Michigan,334150573,,
Trey Burke,PG,26,DAL,25,436,17.9,0.574,0.384,0.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,1.0,0.3,1.3,0.14,2.3,-1.1,1.2,0.3,2019,5,21,2250.0,True,0,2,3,0,1,2,1,0,0,0,0,3,0,4,2,2,1,1,3,2,1,2,0,0,1,1,0,1,0,0,Michigan,334150573,,
Alec Burks,SG,27,UTA,17,269,12.4,0.547,0.377,0.333,0.8,9.9,5.4,11.2,1.1,1.2,10.3,23.2,0.2,0.3,0.5,0.084,-0.4,-0.2,-0.6,0.1,2019,7,7,1425.0,True,0,1,2,0,4,2,4,1,1,0,0,1,0,2,2,1,1,1,0,0,2,2,0,0,3,0,1,2,2,1,Colorado,135323628,,
Alec Burks,SG,27,CLE,34,979,13.2,0.517,0.35,0.28800000000000003,2.8,19.0,10.6,15.0,1.3,1.4,10.7,19.2,0.6,0.3,0.9,0.042,-0.2,-1.2,-1.4,0.1,2019,7,27,1270.0,True,0,1,2,0,4,2,4,1,1,0,0,1,0,2,2,1,1,1,0,0,2,2,0,0,0,0,1,2,2,1,Colorado,135323628,,
Alec Burks,SG,27,SAC,13,127,9.0,0.495,0.3,0.25,1.6,16.6,8.9,9.5,2.9,0.7,15.3,8.5,0.0,0.2,0.2,0.062,-3.9,2.8,-1.1,0.0,2019,7,18,1575.0,True,0,1,2,0,4,2,4,1,1,0,0,1,0,2,0,1,1,1,0,0,2,2,0,0,0,0,1,2,2,1,Colorado,135323628,,
Deonte Burton,SG,25,OKC,32,240,7.0,0.47,0.329,0.146,1.7,10.7,6.0,5.0,1.2,2.8,9.3,16.3,-0.2,0.3,0.1,0.027000000000000003,-4.9,0.6,-4.3,-0.1,2019,0,9,1475.0,True,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,"Marquette, Iowa State",2274843588,,
Jimmy Butler,SG,29,MIN,10,361,22.3,0.579,0.287,0.389,4.7,10.8,7.7,18.2,3.2,2.4,7.1,23.0,1.0,0.4,1.3,0.17600000000000002,4.7,2.2,6.9,0.8,2019,7,20,1250.0,True,0,1,2,0,3,0,2,0,0,1,0,0,2,0,1,1,1,1,2,1,1,1,0,0,1,1,0,0,0,2,Marquette,255199842,,
Jimmy Butler,SF,29,PHI,55,1824,19.8,0.569,0.198,0.407,6.3,10.4,8.4,18.0,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.7,3.1,2.4,2019,7,6,1625.0,True,0,1,2,0,3,0,2,0,0,1,0,0,2,0,1,1,1,1,2,1,1,1,0,0,1,1,0,0,0,2,Marquette,255199842,,
Bruno Caboclo,SF,23,MEM,34,800,12.4,0.5710000000000001,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.1,0.1,-1.1,0.2,2019,4,22,1200.0,True,0,3,2,0,0,1,2,0,1,0,6,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,1,1,0,0,0,2515059460,,
José Calderón,PG,37,DET,49,632,7.1,0.453,0.475,0.092,1.8,8.8,5.2,24.9,1.2,0.4,21.9,10.9,0.0,0.5,0.6,0.043,-4.2,0.3,-3.9,-0.3,2019,13,15,1260.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kentavious Caldwell-Pope,SG,25,LAL,82,2035,12.9,0.568,0.575,0.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4.0,0.095,-0.3,-0.1,-0.5,0.8,2019,5,19,3700.0,True,0,0,3,1,1,0,0,1,0,1,1,3,0,1,1,2,0,2,1,1,0,1,0,1,1,2,3,3,2,0,Georgia,1096007496,,
Isaiah Canaan,PG,27,PHO,19,503,7.3,0.515,0.5579999999999999,0.155,1.1,9.8,5.4,17.0,1.1,0.0,17.4,14.2,-0.1,0.0,-0.1,-0.006999999999999999,-3.3,-1.4,-4.6,-0.3,2019,5,28,1500.0,True,0,2,3,0,1,3,5,2,1,1,1,3,0,5,1,5,0,4,0,2,3,2,0,0,3,1,2,2,5,2,Murray State,133338415,,
Isaiah Canaan,PG,27,MIN,7,95,12.3,0.536,0.655,0.138,0.0,5.7,2.8,26.9,1.0,0.9,11.5,15.4,0.1,0.0,0.2,0.079,0.7,-2.0,-1.3,0.0,2019,5,20,1250.0,True,0,2,3,0,1,3,5,2,1,1,1,3,0,5,1,5,0,4,0,2,3,2,0,0,3,1,0,2,5,2,Murray State,133338415,,
Isaiah Canaan,PG,27,MIL,4,31,5.2,0.5,0.833,0.0,3.5,9.3,6.6,11.6,0.0,2.7,25.0,10.8,0.0,0.0,0.0,0.03,-3.3,-0.7,-4.0,0.0,2019,5,0,1350.0,True,0,2,3,0,1,3,5,2,1,1,1,3,0,5,1,5,0,4,0,2,3,0,0,0,3,1,0,2,5,2,Murray State,133338415,,
Clint Capela,C,24,HOU,67,2249,23.8,0.6579999999999999,0.0,0.35700000000000004,14.4,27.6,20.8,7.1,1.0,3.9,10.0,18.2,7.8,3.0,10.8,0.23,3.3,-0.3,3.0,2.8,2019,4,4,2300.0,True,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1596720342,,
DeMarre Carroll,PF,32,BRK,67,1703,12.1,0.546,0.539,0.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,1.5,1.6,3.1,0.08800000000000001,-0.9,-0.6,-1.5,0.2,2019,9,13,2350.0,True,1,1,1,0,2,0,0,1,2,0,3,1,2,0,2,1,2,2,4,1,1,1,0,0,0,1,1,1,0,2,"Vanderbilt, Missouri",332627423,,
Jevon Carter,PG,23,MEM,39,577,7.8,0.4320000000000001,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,-0.7,0.7,0.0,-0.003,-4.1,0.1,-4.0,-0.3,2019,0,22,1200.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,0,,
Vince Carter,PF,42,ATL,76,1330,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,0.07,-0.4,-0.3,-0.7,0.5,2019,20,25,1275.0,True,1,3,4,1,1,2,4,2,4,2,4,3,3,4,6,5,2,2,2,1,1,2,2,0,2,2,0,3,1,3,UNC,162869667,,
Wendell Carter Jr.,C,19,CHI,44,1110,15.2,0.541,0.086,0.302,8.4,21.8,15.0,10.7,1.1,4.5,13.4,19.1,0.7,1.2,1.9,0.08,-2.2,0.6,-1.6,0.1,2019,0,26,2900.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Michael Carter-Williams,PG,27,HOU,16,145,12.7,0.476,0.311,0.426,2.2,7.8,5.0,22.7,3.0,3.5,12.1,24.7,0.0,0.2,0.1,0.044,-2.8,1.2,-1.6,0.0,2019,5,4,2300.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Syracuse,0,,
Michael Carter-Williams,PG,27,ORL,12,227,16.1,0.44,0.306,0.435,7.4,19.6,13.5,28.9,2.4,3.3,11.9,16.1,0.2,0.4,0.6,0.134,-0.5,2.9,2.4,0.3,2019,5,14,1300.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Syracuse,0,,
Alex Caruso,PG,24,LAL,25,531,13.9,0.569,0.289,0.37,4.0,9.0,6.5,19.7,2.1,1.4,17.3,19.0,0.5,0.6,1.0,0.093,-1.0,0.7,-0.2,0.2,2019,1,19,3700.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas A&M,0,,
Omri Casspi,SF,30,MEM,36,520,15.7,0.606,0.267,0.36,3.6,21.5,12.4,8.1,1.9,1.6,11.0,18.0,0.6,0.7,1.3,0.119,-0.3,0.7,0.4,0.3,2019,9,22,1200.0,True,0,1,4,0,1,2,1,0,1,0,3,0,0,1,0,2,1,1,0,1,0,1,0,0,2,2,0,2,0,0,0,166304850,,
Willie Cauley-Stein,C,25,SAC,81,2213,18.0,0.5660000000000001,0.003,0.343,8.2,23.7,15.8,12.3,2.0,2.0,9.0,17.5,3.8,2.9,6.7,0.146,0.2,1.1,1.2,1.8,2019,3,18,1575.0,True,0,2,8,0,1,2,4,5,2,2,2,0,1,1,0,3,1,4,0,0,2,1,0,3,2,1,4,1,3,1,Kentucky,284326648,,
Troy Caupain,PG,23,ORL,4,16,30.7,0.625,0.375,0.0,6.6,13.6,10.0,42.5,3.1,0.0,0.0,21.8,0.1,0.0,0.1,0.34700000000000003,9.6,3.7,13.3,0.1,2019,0,14,1300.0,True,0,2,2,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cincinnati,381739474,,
Tyler Cavanaugh,PF,24,UTA,11,39,5.0,0.414,0.5,0.2,8.5,13.6,11.1,3.4,0.0,0.0,8.4,13.0,0.0,0.0,0.0,0.026,-5.3,-3.1,-8.4,-0.1,2019,1,7,1425.0,True,0,1,5,0,2,0,5,1,0,3,1,1,1,2,0,4,1,2,0,1,1,1,1,7,3,2,2,2,1,1,George Washington,410947086,,
Tyson Chandler,C,36,PHO,7,89,11.5,0.653,0.0,1.5,8.6,40.5,24.3,9.1,1.1,0.9,26.0,13.0,0.1,0.1,0.2,0.092,-4.8,0.2,-4.6,-0.1,2019,17,28,1500.0,True,0,0,1,0,0,2,2,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,17980124,,
Tyson Chandler,C,36,LAL,48,786,11.2,0.626,0.011,0.7929999999999999,11.4,23.6,17.6,4.8,1.1,2.3,23.0,8.0,0.9,1.1,1.9,0.117,-2.7,0.9,-1.8,0.0,2019,17,19,3700.0,True,0,0,1,0,0,2,2,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,17980124,,
Wilson Chandler,PF,31,PHI,36,951,9.1,0.561,0.57,0.087,5.0,13.4,9.4,9.9,1.1,1.5,15.4,11.2,0.6,0.9,1.5,0.07400000000000001,-1.8,-0.2,-2.0,0.0,2019,10,6,1625.0,True,3,3,5,0,2,4,5,0,7,2,0,0,1,4,3,4,1,3,2,2,8,0,1,1,2,2,4,0,1,1,DePaul,180188862,,
Wilson Chandler,SF,31,LAC,15,226,5.8,0.463,0.606,0.106,1.9,19.5,11.0,5.9,0.6,1.1,9.2,14.2,-0.1,0.2,0.0,0.009000000000000001,-4.5,-1.6,-6.1,-0.2,2019,10,11,1750.0,True,3,3,5,0,2,4,5,0,0,2,0,0,1,4,3,4,1,3,2,2,8,0,1,1,2,2,4,0,1,1,DePaul,180188862,,
Joe Chealey,PG,23,CHO,1,8,2.0,0.333,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,16.2,0.0,0.0,0.0,-0.08,-8.5,-6.0,-14.6,0.0,2019,0,16,1220.0,True,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,College of Charleston,325279052,,
Chris Chiozza,PG,23,HOU,7,33,7.0,0.375,0.625,0.0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0.0,0.0,0.0,0.023,-2.7,1.4,-1.3,0.0,2019,0,4,2300.0,True,1,2,3,0,3,5,0,2,1,2,1,0,0,2,1,9,2,2,0,2,4,1,1,2,1,1,3,0,1,3,Florida,318181107,,
Marquese Chriss,PF,21,HOU,16,104,3.4,0.391,0.441,0.206,7.3,22.8,14.9,8.2,0.9,3.3,24.4,20.5,-0.3,0.1,-0.2,-0.101,-9.6,-1.7,-11.2,-0.2,2019,2,4,2300.0,True,1,3,0,0,1,3,0,0,0,0,0,2,2,1,2,2,6,0,1,1,1,3,0,1,2,0,0,0,1,1,Washington,1039001280,,
Marquese Chriss,PF,21,CLE,27,395,10.7,0.47,0.39,0.26,8.9,23.8,16.0,6.1,1.9,1.5,12.9,20.7,-0.3,0.2,0.0,-0.003,-4.6,-1.9,-6.6,-0.5,2019,2,27,1270.0,True,1,3,0,0,1,3,0,0,0,0,0,2,2,1,2,2,6,0,1,1,1,3,0,1,0,0,0,0,1,1,Washington,1039001280,,
Gary Clark,PF,24,HOU,51,641,9.2,0.48,0.914,0.046,4.1,16.2,10.0,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1.0,0.071,-1.1,0.4,-0.7,0.2,2019,0,4,2300.0,True,0,3,3,0,1,1,0,0,0,0,0,0,0,0,1,4,1,3,1,0,1,0,1,0,1,1,1,1,1,1,Cincinnati,329842989,,
Ian Clark,SG,27,NOP,60,973,8.3,0.502,0.527,0.097,1.4,8.0,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-3.3,-1.8,-5.1,-0.8,2019,5,23,1220.0,True,2,2,9,0,0,0,0,0,1,0,1,1,0,1,1,0,2,0,1,0,2,2,0,1,1,0,0,0,0,0,Belmont,105305397,,
Jordan Clarkson,SG,26,CLE,81,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,2.1,-2.6,-0.5,0.8,2019,4,27,1270.0,True,1,4,1,1,1,3,0,1,2,0,0,1,1,3,5,5,2,1,5,1,3,2,0,1,0,1,1,0,2,0,"Tulsa, Missouri",72362869,,
John Collins,PF,21,ATL,61,1829,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11.0,0.6,1.8,11.2,23.7,5.0,1.0,6.0,0.158,2.8,-1.9,0.9,1.3,2019,1,25,1275.0,True,2,1,5,1,1,0,1,0,0,0,1,0,0,0,0,2,1,1,2,0,2,1,0,0,1,1,0,0,3,1,Wake Forest,466241497,,
Zach Collins,C,21,POR,77,1356,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.104,-1.5,0.3,-1.2,0.3,2019,1,5,1575.0,True,1,4,3,0,3,1,4,0,1,3,1,2,1,0,0,1,2,2,2,2,0,1,0,1,1,3,1,1,4,2,Gonzaga,358938695,,
Darren Collison,PG,31,IND,76,2143,16.7,0.574,0.294,0.28800000000000003,1.9,9.9,6.0,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,0.8,1.0,1.8,2.1,2019,9,10,1400.0,True,1,4,4,0,0,1,3,1,1,0,1,0,1,0,1,1,1,2,1,0,1,1,0,1,2,1,1,0,0,1,UCLA,223712642,,
Bonzie Colson,SF,23,MIL,8,98,12.9,0.454,0.5379999999999999,0.231,8.8,21.5,15.5,4.0,2.4,0.9,6.5,19.6,0.0,0.2,0.2,0.085,-2.6,-0.8,-3.5,0.0,2019,0,0,1350.0,True,0,1,1,0,0,1,2,0,0,0,0,3,0,0,0,1,1,1,3,0,1,0,1,0,0,2,2,0,1,1,Notre Dame,334219021,,
Mike Conley,PG,31,MEM,70,2342,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2.0,0.9,9.1,27.3,5.7,2.3,8.0,0.16399999999999998,4.6,0.1,4.7,3.9,2019,11,22,1200.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio State,0,,
Pat Connaughton,SG,26,MIL,61,1261,13.6,0.573,0.5710000000000001,0.114,5.2,15.0,10.4,12.6,1.2,1.7,8.2,13.3,2.0,1.9,3.9,0.149,0.3,0.8,1.2,1.0,2019,3,0,1350.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Notre Dame,0,,
Quinn Cook,PG,25,GSW,74,1059,13.1,0.565,0.456,0.059,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,0.08199999999999999,-0.5,-1.6,-2.1,0.0,2019,2,2,3500.0,True,2,7,0,0,2,3,4,1,1,2,4,3,2,6,1,4,2,2,2,1,4,2,2,3,2,4,1,4,3,1,Duke,64495435,,
DeMarcus Cousins,C,28,GSW,30,771,21.4,0.562,0.256,0.388,6.2,27.0,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.4,2.6,3.0,1.0,2019,8,2,3500.0,True,1,2,0,0,2,2,7,1,3,2,3,1,4,3,2,3,5,5,1,3,2,3,0,1,3,2,2,3,5,2,Kentucky,132752344,,
Robert Covington,SF,28,PHI,13,440,11.0,0.578,0.6579999999999999,0.197,1.7,14.0,8.1,4.3,2.6,4.1,14.8,14.2,0.0,0.7,0.7,0.077,-1.7,2.2,0.5,0.3,2019,5,6,1625.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee State,0,,
Robert Covington,SF,28,MIN,22,763,14.7,0.58,0.604,0.269,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.5,0.9,0.9,1.8,0.114,0.1,2.1,2.2,0.8,2019,5,20,1250.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee State,0,,
Allen Crabbe,SG,26,BRK,43,1133,7.7,0.519,0.6940000000000001,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,0.035,-2.4,-0.4,-2.8,-0.2,2019,5,13,2350.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,0,,
Torrey Craig,SF,28,DEN,75,1503,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,0.096,-2.0,0.2,-1.9,0.0,2019,1,3,1375.0,True,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USC Upstate,213455037,,
